index,label,split,seed,dataset,forget_per_class
8370,0,forget,1,MUCAC,527
175,0,forget,1,MUCAC,527
1957,0,forget,1,MUCAC,527
687,0,forget,1,MUCAC,527
7026,0,forget,1,MUCAC,527
476,0,forget,1,MUCAC,527
4023,0,forget,1,MUCAC,527
9316,0,forget,1,MUCAC,527
3863,0,forget,1,MUCAC,527
9938,0,forget,1,MUCAC,527
3775,0,forget,1,MUCAC,527
9696,0,forget,1,MUCAC,527
8582,0,forget,1,MUCAC,527
10467,0,forget,1,MUCAC,527
3109,0,forget,1,MUCAC,527
1767,0,forget,1,MUCAC,527
6348,0,forget,1,MUCAC,527
10074,0,forget,1,MUCAC,527
1717,0,forget,1,MUCAC,527
6998,0,forget,1,MUCAC,527
1010,0,forget,1,MUCAC,527
1174,0,forget,1,MUCAC,527
5453,0,forget,1,MUCAC,527
2533,0,forget,1,MUCAC,527
705,0,forget,1,MUCAC,527
409,0,forget,1,MUCAC,527
8317,0,forget,1,MUCAC,527
4586,0,forget,1,MUCAC,527
1188,0,forget,1,MUCAC,527
7285,0,forget,1,MUCAC,527
415,0,forget,1,MUCAC,527
5251,0,forget,1,MUCAC,527
3124,0,forget,1,MUCAC,527
9797,0,forget,1,MUCAC,527
8713,0,forget,1,MUCAC,527
7545,0,forget,1,MUCAC,527
6293,0,forget,1,MUCAC,527
3142,0,forget,1,MUCAC,527
4799,0,forget,1,MUCAC,527
6591,0,forget,1,MUCAC,527
6313,0,forget,1,MUCAC,527
55,0,forget,1,MUCAC,527
1567,0,forget,1,MUCAC,527
3329,0,forget,1,MUCAC,527
5621,0,forget,1,MUCAC,527
10201,0,forget,1,MUCAC,527
6041,0,forget,1,MUCAC,527
2522,0,forget,1,MUCAC,527
4743,0,forget,1,MUCAC,527
1607,0,forget,1,MUCAC,527
5975,0,forget,1,MUCAC,527
3464,0,forget,1,MUCAC,527
2438,0,forget,1,MUCAC,527
8536,0,forget,1,MUCAC,527
500,0,forget,1,MUCAC,527
573,0,forget,1,MUCAC,527
8842,0,forget,1,MUCAC,527
3306,0,forget,1,MUCAC,527
2932,0,forget,1,MUCAC,527
10474,0,forget,1,MUCAC,527
3932,0,forget,1,MUCAC,527
6624,0,forget,1,MUCAC,527
3506,0,forget,1,MUCAC,527
7175,0,forget,1,MUCAC,527
8550,0,forget,1,MUCAC,527
6918,0,forget,1,MUCAC,527
9845,0,forget,1,MUCAC,527
6832,0,forget,1,MUCAC,527
7603,0,forget,1,MUCAC,527
270,0,forget,1,MUCAC,527
5924,0,forget,1,MUCAC,527
9699,0,forget,1,MUCAC,527
899,0,forget,1,MUCAC,527
142,0,forget,1,MUCAC,527
5346,0,forget,1,MUCAC,527
2366,0,forget,1,MUCAC,527
2492,0,forget,1,MUCAC,527
3167,0,forget,1,MUCAC,527
2546,0,forget,1,MUCAC,527
10196,0,forget,1,MUCAC,527
6941,0,forget,1,MUCAC,527
2124,0,forget,1,MUCAC,527
7789,0,forget,1,MUCAC,527
1108,0,forget,1,MUCAC,527
9215,0,forget,1,MUCAC,527
4258,0,forget,1,MUCAC,527
9326,0,forget,1,MUCAC,527
7189,0,forget,1,MUCAC,527
400,0,forget,1,MUCAC,527
6415,0,forget,1,MUCAC,527
9678,0,forget,1,MUCAC,527
8670,0,forget,1,MUCAC,527
9126,0,forget,1,MUCAC,527
7238,0,forget,1,MUCAC,527
7538,0,forget,1,MUCAC,527
8232,0,forget,1,MUCAC,527
2084,0,forget,1,MUCAC,527
5298,0,forget,1,MUCAC,527
8136,0,forget,1,MUCAC,527
9462,0,forget,1,MUCAC,527
8690,0,forget,1,MUCAC,527
626,0,forget,1,MUCAC,527
5161,0,forget,1,MUCAC,527
7862,0,forget,1,MUCAC,527
4560,0,forget,1,MUCAC,527
3173,0,forget,1,MUCAC,527
9320,0,forget,1,MUCAC,527
308,0,forget,1,MUCAC,527
8988,0,forget,1,MUCAC,527
7589,0,forget,1,MUCAC,527
8146,0,forget,1,MUCAC,527
620,0,forget,1,MUCAC,527
6914,0,forget,1,MUCAC,527
5220,0,forget,1,MUCAC,527
2008,0,forget,1,MUCAC,527
3073,0,forget,1,MUCAC,527
5141,0,forget,1,MUCAC,527
1472,0,forget,1,MUCAC,527
2381,0,forget,1,MUCAC,527
6086,0,forget,1,MUCAC,527
2822,0,forget,1,MUCAC,527
2259,0,forget,1,MUCAC,527
1646,0,forget,1,MUCAC,527
521,0,forget,1,MUCAC,527
4872,0,forget,1,MUCAC,527
789,0,forget,1,MUCAC,527
6020,0,forget,1,MUCAC,527
3515,0,forget,1,MUCAC,527
8634,0,forget,1,MUCAC,527
8862,0,forget,1,MUCAC,527
3787,0,forget,1,MUCAC,527
955,0,forget,1,MUCAC,527
3874,0,forget,1,MUCAC,527
584,0,forget,1,MUCAC,527
8286,0,forget,1,MUCAC,527
3462,0,forget,1,MUCAC,527
1611,0,forget,1,MUCAC,527
8394,0,forget,1,MUCAC,527
4869,0,forget,1,MUCAC,527
6159,0,forget,1,MUCAC,527
3286,0,forget,1,MUCAC,527
3398,0,forget,1,MUCAC,527
7727,0,forget,1,MUCAC,527
2897,0,forget,1,MUCAC,527
10021,0,forget,1,MUCAC,527
1481,0,forget,1,MUCAC,527
2363,0,forget,1,MUCAC,527
9088,0,forget,1,MUCAC,527
6255,0,forget,1,MUCAC,527
4218,0,forget,1,MUCAC,527
764,0,forget,1,MUCAC,527
2357,0,forget,1,MUCAC,527
8062,0,forget,1,MUCAC,527
1755,0,forget,1,MUCAC,527
3165,0,forget,1,MUCAC,527
3542,0,forget,1,MUCAC,527
144,0,forget,1,MUCAC,527
7378,0,forget,1,MUCAC,527
7320,0,forget,1,MUCAC,527
219,0,forget,1,MUCAC,527
139,0,forget,1,MUCAC,527
8838,0,forget,1,MUCAC,527
5492,0,forget,1,MUCAC,527
124,0,forget,1,MUCAC,527
2275,0,forget,1,MUCAC,527
8096,0,forget,1,MUCAC,527
5799,0,forget,1,MUCAC,527
992,0,forget,1,MUCAC,527
5814,0,forget,1,MUCAC,527
7303,0,forget,1,MUCAC,527
10295,0,forget,1,MUCAC,527
8745,0,forget,1,MUCAC,527
6662,0,forget,1,MUCAC,527
3825,0,forget,1,MUCAC,527
206,0,forget,1,MUCAC,527
218,0,forget,1,MUCAC,527
9525,0,forget,1,MUCAC,527
1524,0,forget,1,MUCAC,527
6137,0,forget,1,MUCAC,527
437,0,forget,1,MUCAC,527
2982,0,forget,1,MUCAC,527
7473,0,forget,1,MUCAC,527
386,0,forget,1,MUCAC,527
4188,0,forget,1,MUCAC,527
5870,0,forget,1,MUCAC,527
698,0,forget,1,MUCAC,527
2769,0,forget,1,MUCAC,527
809,0,forget,1,MUCAC,527
4650,0,forget,1,MUCAC,527
10421,0,forget,1,MUCAC,527
322,0,forget,1,MUCAC,527
6479,0,forget,1,MUCAC,527
6965,0,forget,1,MUCAC,527
5276,0,forget,1,MUCAC,527
5875,0,forget,1,MUCAC,527
7134,0,forget,1,MUCAC,527
2310,0,forget,1,MUCAC,527
10274,0,forget,1,MUCAC,527
3928,0,forget,1,MUCAC,527
10212,0,forget,1,MUCAC,527
6629,0,forget,1,MUCAC,527
5966,0,forget,1,MUCAC,527
9380,0,forget,1,MUCAC,527
935,0,forget,1,MUCAC,527
551,0,forget,1,MUCAC,527
6312,0,forget,1,MUCAC,527
10365,0,forget,1,MUCAC,527
1660,0,forget,1,MUCAC,527
4068,0,forget,1,MUCAC,527
9799,0,forget,1,MUCAC,527
936,0,forget,1,MUCAC,527
3339,0,forget,1,MUCAC,527
4476,0,forget,1,MUCAC,527
9652,0,forget,1,MUCAC,527
1165,0,forget,1,MUCAC,527
7211,0,forget,1,MUCAC,527
298,0,forget,1,MUCAC,527
10017,0,forget,1,MUCAC,527
8294,0,forget,1,MUCAC,527
3777,0,forget,1,MUCAC,527
2230,0,forget,1,MUCAC,527
3442,0,forget,1,MUCAC,527
10477,0,forget,1,MUCAC,527
2177,0,forget,1,MUCAC,527
8135,0,forget,1,MUCAC,527
8585,0,forget,1,MUCAC,527
6659,0,forget,1,MUCAC,527
9581,0,forget,1,MUCAC,527
4923,0,forget,1,MUCAC,527
7169,0,forget,1,MUCAC,527
2816,0,forget,1,MUCAC,527
4524,0,forget,1,MUCAC,527
9444,0,forget,1,MUCAC,527
3897,0,forget,1,MUCAC,527
884,0,forget,1,MUCAC,527
9058,0,forget,1,MUCAC,527
2550,0,forget,1,MUCAC,527
2321,0,forget,1,MUCAC,527
1713,0,forget,1,MUCAC,527
1189,0,forget,1,MUCAC,527
9995,0,forget,1,MUCAC,527
9212,0,forget,1,MUCAC,527
6181,0,forget,1,MUCAC,527
1928,0,forget,1,MUCAC,527
7539,0,forget,1,MUCAC,527
5697,0,forget,1,MUCAC,527
1182,0,forget,1,MUCAC,527
1047,0,forget,1,MUCAC,527
9623,0,forget,1,MUCAC,527
8257,0,retain,1,MUCAC,527
1420,0,retain,1,MUCAC,527
5865,0,retain,1,MUCAC,527
9624,0,retain,1,MUCAC,527
6684,0,retain,1,MUCAC,527
1119,0,retain,1,MUCAC,527
6139,0,retain,1,MUCAC,527
4802,0,retain,1,MUCAC,527
4273,0,retain,1,MUCAC,527
2066,0,retain,1,MUCAC,527
4453,0,retain,1,MUCAC,527
4004,0,retain,1,MUCAC,527
10527,0,retain,1,MUCAC,527
7345,0,retain,1,MUCAC,527
3976,0,retain,1,MUCAC,527
7865,0,retain,1,MUCAC,527
7391,0,retain,1,MUCAC,527
8725,0,retain,1,MUCAC,527
8753,0,retain,1,MUCAC,527
9152,0,retain,1,MUCAC,527
4600,0,retain,1,MUCAC,527
6258,0,retain,1,MUCAC,527
1544,0,retain,1,MUCAC,527
1031,0,retain,1,MUCAC,527
7847,0,retain,1,MUCAC,527
901,0,retain,1,MUCAC,527
7978,0,retain,1,MUCAC,527
2435,0,retain,1,MUCAC,527
3056,0,retain,1,MUCAC,527
7263,0,retain,1,MUCAC,527
5043,0,retain,1,MUCAC,527
1528,0,retain,1,MUCAC,527
339,0,retain,1,MUCAC,527
4084,0,retain,1,MUCAC,527
6460,0,retain,1,MUCAC,527
5538,0,retain,1,MUCAC,527
3992,0,retain,1,MUCAC,527
3438,0,retain,1,MUCAC,527
2558,0,retain,1,MUCAC,527
10250,0,retain,1,MUCAC,527
9427,0,retain,1,MUCAC,527
3034,0,retain,1,MUCAC,527
1397,0,retain,1,MUCAC,527
10073,0,retain,1,MUCAC,527
5652,0,retain,1,MUCAC,527
5390,0,retain,1,MUCAC,527
5490,0,retain,1,MUCAC,527
497,0,retain,1,MUCAC,527
5580,0,retain,1,MUCAC,527
10293,0,retain,1,MUCAC,527
5110,0,retain,1,MUCAC,527
5340,0,retain,1,MUCAC,527
10006,0,retain,1,MUCAC,527
7777,0,retain,1,MUCAC,527
2796,0,retain,1,MUCAC,527
2315,0,retain,1,MUCAC,527
3739,0,retain,1,MUCAC,527
2514,0,retain,1,MUCAC,527
6876,0,retain,1,MUCAC,527
1724,0,retain,1,MUCAC,527
3672,0,retain,1,MUCAC,527
5115,0,retain,1,MUCAC,527
8619,0,retain,1,MUCAC,527
7799,0,retain,1,MUCAC,527
9978,0,retain,1,MUCAC,527
3534,0,retain,1,MUCAC,527
8758,0,retain,1,MUCAC,527
7395,0,retain,1,MUCAC,527
6915,0,retain,1,MUCAC,527
1111,0,retain,1,MUCAC,527
2905,0,retain,1,MUCAC,527
116,0,retain,1,MUCAC,527
8127,0,retain,1,MUCAC,527
10159,0,retain,1,MUCAC,527
4961,0,retain,1,MUCAC,527
317,0,retain,1,MUCAC,527
3786,0,retain,1,MUCAC,527
4139,0,retain,1,MUCAC,527
6939,0,retain,1,MUCAC,527
10406,0,retain,1,MUCAC,527
6455,0,retain,1,MUCAC,527
7468,0,retain,1,MUCAC,527
8321,0,retain,1,MUCAC,527
3647,0,retain,1,MUCAC,527
9300,0,retain,1,MUCAC,527
3007,0,retain,1,MUCAC,527
3524,0,retain,1,MUCAC,527
94,0,retain,1,MUCAC,527
7066,0,retain,1,MUCAC,527
3848,0,retain,1,MUCAC,527
4714,0,retain,1,MUCAC,527
5976,0,retain,1,MUCAC,527
1446,0,retain,1,MUCAC,527
7445,0,retain,1,MUCAC,527
9728,0,retain,1,MUCAC,527
3851,0,retain,1,MUCAC,527
3332,0,retain,1,MUCAC,527
7059,0,retain,1,MUCAC,527
1344,0,retain,1,MUCAC,527
637,0,retain,1,MUCAC,527
7908,0,retain,1,MUCAC,527
2825,0,retain,1,MUCAC,527
8562,0,retain,1,MUCAC,527
6373,0,retain,1,MUCAC,527
5953,0,retain,1,MUCAC,527
8787,0,retain,1,MUCAC,527
443,0,retain,1,MUCAC,527
5587,0,retain,1,MUCAC,527
909,0,retain,1,MUCAC,527
4885,0,retain,1,MUCAC,527
1313,0,retain,1,MUCAC,527
374,0,retain,1,MUCAC,527
10247,0,retain,1,MUCAC,527
10521,0,retain,1,MUCAC,527
8586,0,retain,1,MUCAC,527
3658,0,retain,1,MUCAC,527
3068,0,retain,1,MUCAC,527
740,0,retain,1,MUCAC,527
8247,0,retain,1,MUCAC,527
1275,0,retain,1,MUCAC,527
10289,0,retain,1,MUCAC,527
10246,0,retain,1,MUCAC,527
2502,0,retain,1,MUCAC,527
2305,0,retain,1,MUCAC,527
4752,0,retain,1,MUCAC,527
8147,0,retain,1,MUCAC,527
2775,0,retain,1,MUCAC,527
9463,0,retain,1,MUCAC,527
8594,0,retain,1,MUCAC,527
6771,0,retain,1,MUCAC,527
349,0,retain,1,MUCAC,527
3770,0,retain,1,MUCAC,527
6271,0,retain,1,MUCAC,527
9756,0,retain,1,MUCAC,527
5812,0,retain,1,MUCAC,527
6567,0,retain,1,MUCAC,527
7756,0,retain,1,MUCAC,527
1120,0,retain,1,MUCAC,527
9379,0,retain,1,MUCAC,527
2815,0,retain,1,MUCAC,527
2181,0,retain,1,MUCAC,527
6491,0,retain,1,MUCAC,527
7646,0,retain,1,MUCAC,527
6672,0,retain,1,MUCAC,527
6037,0,retain,1,MUCAC,527
9364,0,retain,1,MUCAC,527
7922,0,retain,1,MUCAC,527
2750,0,retain,1,MUCAC,527
6521,0,retain,1,MUCAC,527
8124,0,retain,1,MUCAC,527
6811,0,retain,1,MUCAC,527
5913,0,retain,1,MUCAC,527
3651,0,retain,1,MUCAC,527
821,0,retain,1,MUCAC,527
4289,0,retain,1,MUCAC,527
6120,0,retain,1,MUCAC,527
6539,0,retain,1,MUCAC,527
6069,0,retain,1,MUCAC,527
2887,0,retain,1,MUCAC,527
9568,0,retain,1,MUCAC,527
6675,0,retain,1,MUCAC,527
6209,0,retain,1,MUCAC,527
4683,0,retain,1,MUCAC,527
10401,0,retain,1,MUCAC,527
6123,0,retain,1,MUCAC,527
8688,0,retain,1,MUCAC,527
5493,0,retain,1,MUCAC,527
10322,0,retain,1,MUCAC,527
5103,0,retain,1,MUCAC,527
924,0,retain,1,MUCAC,527
5675,0,retain,1,MUCAC,527
7958,0,retain,1,MUCAC,527
1729,0,retain,1,MUCAC,527
6021,0,retain,1,MUCAC,527
831,0,retain,1,MUCAC,527
5352,0,retain,1,MUCAC,527
10146,0,retain,1,MUCAC,527
170,0,retain,1,MUCAC,527
1676,0,retain,1,MUCAC,527
5556,0,retain,1,MUCAC,527
7302,0,retain,1,MUCAC,527
1081,0,retain,1,MUCAC,527
1592,0,retain,1,MUCAC,527
10512,0,retain,1,MUCAC,527
7642,0,retain,1,MUCAC,527
4182,0,retain,1,MUCAC,527
474,0,retain,1,MUCAC,527
8929,0,retain,1,MUCAC,527
4819,0,retain,1,MUCAC,527
2890,0,retain,1,MUCAC,527
6957,0,retain,1,MUCAC,527
10439,0,retain,1,MUCAC,527
10177,0,retain,1,MUCAC,527
6945,0,retain,1,MUCAC,527
6386,0,retain,1,MUCAC,527
2226,0,retain,1,MUCAC,527
3057,0,retain,1,MUCAC,527
3955,0,retain,1,MUCAC,527
908,0,retain,1,MUCAC,527
1250,0,retain,1,MUCAC,527
4575,0,retain,1,MUCAC,527
2071,0,retain,1,MUCAC,527
5758,0,retain,1,MUCAC,527
6340,0,retain,1,MUCAC,527
3231,0,retain,1,MUCAC,527
2386,0,retain,1,MUCAC,527
877,0,retain,1,MUCAC,527
2941,0,retain,1,MUCAC,527
10489,0,retain,1,MUCAC,527
7629,0,retain,1,MUCAC,527
7676,0,retain,1,MUCAC,527
9715,0,retain,1,MUCAC,527
2668,0,retain,1,MUCAC,527
8373,0,retain,1,MUCAC,527
3132,0,retain,1,MUCAC,527
8626,0,retain,1,MUCAC,527
1761,0,retain,1,MUCAC,527
6804,0,retain,1,MUCAC,527
7356,0,retain,1,MUCAC,527
1526,0,retain,1,MUCAC,527
10078,0,retain,1,MUCAC,527
1582,0,retain,1,MUCAC,527
5095,0,retain,1,MUCAC,527
856,0,retain,1,MUCAC,527
6720,0,retain,1,MUCAC,527
2319,0,retain,1,MUCAC,527
6669,0,retain,1,MUCAC,527
7406,0,retain,1,MUCAC,527
4873,0,retain,1,MUCAC,527
7149,0,retain,1,MUCAC,527
2049,0,retain,1,MUCAC,527
4220,0,retain,1,MUCAC,527
10,0,retain,1,MUCAC,527
1140,0,retain,1,MUCAC,527
9048,0,retain,1,MUCAC,527
4063,0,retain,1,MUCAC,527
6162,0,retain,1,MUCAC,527
8573,0,retain,1,MUCAC,527
1922,0,retain,1,MUCAC,527
9531,0,retain,1,MUCAC,527
883,0,retain,1,MUCAC,527
8375,0,retain,1,MUCAC,527
6831,0,retain,1,MUCAC,527
937,0,retain,1,MUCAC,527
3723,0,retain,1,MUCAC,527
6542,0,retain,1,MUCAC,527
889,0,retain,1,MUCAC,527
1039,0,retain,1,MUCAC,527
5201,0,retain,1,MUCAC,527
2025,0,retain,1,MUCAC,527
2317,0,retain,1,MUCAC,527
2428,0,retain,1,MUCAC,527
3670,0,retain,1,MUCAC,527
