index,label,split,seed,dataset,forget_per_class
11402,0,retain,1,Cifar20,50
45370,0,retain,1,Cifar20,50
49497,0,retain,1,Cifar20,50
42117,0,retain,1,Cifar20,50
26604,0,retain,1,Cifar20,50
14574,0,retain,1,Cifar20,50
27636,0,retain,1,Cifar20,50
12775,0,retain,1,Cifar20,50
20155,0,retain,1,Cifar20,50
41558,0,retain,1,Cifar20,50
17036,0,retain,1,Cifar20,50
24053,0,retain,1,Cifar20,50
43584,0,retain,1,Cifar20,50
30249,0,retain,1,Cifar20,50
48823,0,retain,1,Cifar20,50
46295,0,retain,1,Cifar20,50
46358,0,retain,1,Cifar20,50
47445,0,retain,1,Cifar20,50
41664,0,retain,1,Cifar20,50
459,0,retain,1,Cifar20,50
41947,0,retain,1,Cifar20,50
915,0,retain,1,Cifar20,50
20673,0,retain,1,Cifar20,50
10037,0,retain,1,Cifar20,50
23856,0,retain,1,Cifar20,50
11841,0,retain,1,Cifar20,50
25902,0,retain,1,Cifar20,50
43210,0,retain,1,Cifar20,50
46274,0,retain,1,Cifar20,50
6389,0,retain,1,Cifar20,50
38420,0,retain,1,Cifar20,50
8180,0,retain,1,Cifar20,50
38278,0,retain,1,Cifar20,50
26361,0,retain,1,Cifar20,50
21823,0,retain,1,Cifar20,50
11072,0,retain,1,Cifar20,50
35044,0,retain,1,Cifar20,50
39318,0,retain,1,Cifar20,50
41956,0,retain,1,Cifar20,50
48606,0,retain,1,Cifar20,50
27355,0,retain,1,Cifar20,50
19037,0,retain,1,Cifar20,50
43179,0,retain,1,Cifar20,50
2264,0,retain,1,Cifar20,50
4398,0,retain,1,Cifar20,50
41819,0,retain,1,Cifar20,50
45717,0,retain,1,Cifar20,50
4480,0,retain,1,Cifar20,50
16637,0,retain,1,Cifar20,50
30442,0,retain,1,Cifar20,50
14461,0,retain,1,Cifar20,50
30731,0,retain,1,Cifar20,50
49554,0,retain,1,Cifar20,50
34871,0,retain,1,Cifar20,50
8512,0,retain,1,Cifar20,50
5077,0,retain,1,Cifar20,50
44725,0,retain,1,Cifar20,50
10221,0,retain,1,Cifar20,50
43946,0,retain,1,Cifar20,50
8617,0,retain,1,Cifar20,50
37334,0,retain,1,Cifar20,50
33690,0,retain,1,Cifar20,50
44180,0,retain,1,Cifar20,50
44429,0,retain,1,Cifar20,50
37763,0,retain,1,Cifar20,50
24382,0,retain,1,Cifar20,50
15085,0,retain,1,Cifar20,50
11349,0,retain,1,Cifar20,50
25208,0,retain,1,Cifar20,50
31007,0,retain,1,Cifar20,50
21725,0,retain,1,Cifar20,50
34041,0,retain,1,Cifar20,50
21094,0,retain,1,Cifar20,50
10488,0,retain,1,Cifar20,50
13359,0,retain,1,Cifar20,50
2936,0,retain,1,Cifar20,50
1626,0,retain,1,Cifar20,50
6607,0,retain,1,Cifar20,50
31398,0,retain,1,Cifar20,50
4344,0,retain,1,Cifar20,50
36172,0,retain,1,Cifar20,50
27572,0,retain,1,Cifar20,50
26115,0,retain,1,Cifar20,50
17882,0,retain,1,Cifar20,50
11048,0,retain,1,Cifar20,50
31020,0,retain,1,Cifar20,50
26320,0,retain,1,Cifar20,50
35502,0,retain,1,Cifar20,50
37772,0,retain,1,Cifar20,50
30172,0,retain,1,Cifar20,50
42162,0,retain,1,Cifar20,50
27759,0,retain,1,Cifar20,50
13852,0,retain,1,Cifar20,50
8637,0,retain,1,Cifar20,50
45045,0,retain,1,Cifar20,50
28412,0,retain,1,Cifar20,50
3332,0,retain,1,Cifar20,50
9426,0,retain,1,Cifar20,50
38934,0,retain,1,Cifar20,50
7923,0,retain,1,Cifar20,50
19745,0,retain,1,Cifar20,50
17727,0,retain,1,Cifar20,50
16844,0,retain,1,Cifar20,50
7266,0,retain,1,Cifar20,50
23399,0,retain,1,Cifar20,50
9665,0,retain,1,Cifar20,50
28581,0,retain,1,Cifar20,50
41798,0,retain,1,Cifar20,50
38163,0,retain,1,Cifar20,50
13531,0,retain,1,Cifar20,50
36863,0,retain,1,Cifar20,50
29187,0,retain,1,Cifar20,50
6416,0,retain,1,Cifar20,50
13194,0,retain,1,Cifar20,50
1238,0,retain,1,Cifar20,50
38787,0,retain,1,Cifar20,50
24134,0,retain,1,Cifar20,50
25768,0,retain,1,Cifar20,50
49754,0,retain,1,Cifar20,50
32507,0,retain,1,Cifar20,50
16540,0,retain,1,Cifar20,50
36535,0,retain,1,Cifar20,50
19997,0,retain,1,Cifar20,50
28361,0,retain,1,Cifar20,50
25053,0,retain,1,Cifar20,50
40641,0,retain,1,Cifar20,50
37365,0,retain,1,Cifar20,50
43994,0,retain,1,Cifar20,50
34952,0,retain,1,Cifar20,50
21870,0,retain,1,Cifar20,50
9404,0,retain,1,Cifar20,50
45317,0,retain,1,Cifar20,50
14444,0,retain,1,Cifar20,50
13528,0,retain,1,Cifar20,50
18223,0,retain,1,Cifar20,50
41259,0,retain,1,Cifar20,50
20402,0,retain,1,Cifar20,50
1828,0,retain,1,Cifar20,50
40036,0,retain,1,Cifar20,50
26325,0,retain,1,Cifar20,50
13409,0,retain,1,Cifar20,50
14967,0,retain,1,Cifar20,50
11943,0,retain,1,Cifar20,50
5649,0,retain,1,Cifar20,50
11995,0,retain,1,Cifar20,50
789,0,retain,1,Cifar20,50
2500,0,retain,1,Cifar20,50
2076,0,retain,1,Cifar20,50
42441,0,retain,1,Cifar20,50
2,0,retain,1,Cifar20,50
35230,0,retain,1,Cifar20,50
11314,0,retain,1,Cifar20,50
29211,0,retain,1,Cifar20,50
40274,0,retain,1,Cifar20,50
47949,0,retain,1,Cifar20,50
42834,0,retain,1,Cifar20,50
42077,0,retain,1,Cifar20,50
7452,0,retain,1,Cifar20,50
33376,0,retain,1,Cifar20,50
28722,0,retain,1,Cifar20,50
43363,0,retain,1,Cifar20,50
4251,0,retain,1,Cifar20,50
15990,0,retain,1,Cifar20,50
31139,0,retain,1,Cifar20,50
44450,0,retain,1,Cifar20,50
16942,0,retain,1,Cifar20,50
17151,0,retain,1,Cifar20,50
26340,0,retain,1,Cifar20,50
21781,0,retain,1,Cifar20,50
20159,0,retain,1,Cifar20,50
44150,0,retain,1,Cifar20,50
45782,0,retain,1,Cifar20,50
15701,0,retain,1,Cifar20,50
28813,0,retain,1,Cifar20,50
42285,0,retain,1,Cifar20,50
45967,0,retain,1,Cifar20,50
35193,0,retain,1,Cifar20,50
36391,0,retain,1,Cifar20,50
4691,0,retain,1,Cifar20,50
16785,0,retain,1,Cifar20,50
43691,0,retain,1,Cifar20,50
47676,0,retain,1,Cifar20,50
43202,0,retain,1,Cifar20,50
40486,0,retain,1,Cifar20,50
33801,0,retain,1,Cifar20,50
18564,0,retain,1,Cifar20,50
41242,0,retain,1,Cifar20,50
35963,0,retain,1,Cifar20,50
24980,0,retain,1,Cifar20,50
46840,0,retain,1,Cifar20,50
24889,0,retain,1,Cifar20,50
11065,0,retain,1,Cifar20,50
40475,0,retain,1,Cifar20,50
5914,0,retain,1,Cifar20,50
24717,0,retain,1,Cifar20,50
45496,0,retain,1,Cifar20,50
49748,0,retain,1,Cifar20,50
16353,0,retain,1,Cifar20,50
26702,0,retain,1,Cifar20,50
16541,0,retain,1,Cifar20,50
28648,0,retain,1,Cifar20,50
4757,0,retain,1,Cifar20,50
12208,0,retain,1,Cifar20,50
33145,0,retain,1,Cifar20,50
22491,0,retain,1,Cifar20,50
11507,0,retain,1,Cifar20,50
17390,0,retain,1,Cifar20,50
8409,0,retain,1,Cifar20,50
45940,0,retain,1,Cifar20,50
8957,0,retain,1,Cifar20,50
658,0,retain,1,Cifar20,50
3708,0,retain,1,Cifar20,50
11058,0,retain,1,Cifar20,50
42957,0,retain,1,Cifar20,50
41172,0,retain,1,Cifar20,50
23886,0,retain,1,Cifar20,50
3458,0,retain,1,Cifar20,50
30592,0,retain,1,Cifar20,50
39462,0,retain,1,Cifar20,50
6241,0,retain,1,Cifar20,50
46220,0,retain,1,Cifar20,50
48100,0,retain,1,Cifar20,50
40928,0,retain,1,Cifar20,50
5153,0,retain,1,Cifar20,50
46039,0,retain,1,Cifar20,50
35739,0,retain,1,Cifar20,50
3757,0,retain,1,Cifar20,50
3936,0,retain,1,Cifar20,50
6851,0,retain,1,Cifar20,50
40264,0,retain,1,Cifar20,50
32128,0,retain,1,Cifar20,50
25427,0,retain,1,Cifar20,50
48715,0,retain,1,Cifar20,50
4767,0,retain,1,Cifar20,50
31966,0,retain,1,Cifar20,50
18746,0,retain,1,Cifar20,50
23582,0,retain,1,Cifar20,50
38525,0,retain,1,Cifar20,50
31252,0,retain,1,Cifar20,50
2537,0,retain,1,Cifar20,50
26418,0,retain,1,Cifar20,50
32159,0,retain,1,Cifar20,50
21210,0,retain,1,Cifar20,50
14869,0,retain,1,Cifar20,50
3007,0,retain,1,Cifar20,50
19265,0,retain,1,Cifar20,50
21752,0,retain,1,Cifar20,50
14513,0,retain,1,Cifar20,50
31492,0,retain,1,Cifar20,50
12738,0,retain,1,Cifar20,50
22545,0,retain,1,Cifar20,50
44327,0,retain,1,Cifar20,50
42631,0,retain,1,Cifar20,50
45375,0,retain,1,Cifar20,50
25084,0,retain,1,Cifar20,50
23278,0,retain,1,Cifar20,50
6247,0,retain,1,Cifar20,50
45171,0,retain,1,Cifar20,50
49677,0,retain,1,Cifar20,50
36817,0,retain,1,Cifar20,50
36562,0,retain,1,Cifar20,50
19051,0,retain,1,Cifar20,50
10970,0,retain,1,Cifar20,50
12286,0,retain,1,Cifar20,50
29405,0,retain,1,Cifar20,50
12946,0,retain,1,Cifar20,50
38100,0,retain,1,Cifar20,50
17450,0,retain,1,Cifar20,50
42780,0,retain,1,Cifar20,50
5950,0,retain,1,Cifar20,50
18744,0,retain,1,Cifar20,50
33773,0,retain,1,Cifar20,50
20738,0,retain,1,Cifar20,50
21099,0,retain,1,Cifar20,50
35849,0,retain,1,Cifar20,50
19218,0,retain,1,Cifar20,50
40796,0,retain,1,Cifar20,50
11188,0,retain,1,Cifar20,50
23780,0,retain,1,Cifar20,50
14344,0,retain,1,Cifar20,50
35665,0,retain,1,Cifar20,50
34631,0,retain,1,Cifar20,50
36481,0,retain,1,Cifar20,50
6438,0,retain,1,Cifar20,50
10382,0,retain,1,Cifar20,50
20714,0,retain,1,Cifar20,50
15105,0,retain,1,Cifar20,50
15777,0,retain,1,Cifar20,50
21399,0,retain,1,Cifar20,50
16242,0,retain,1,Cifar20,50
34567,0,retain,1,Cifar20,50
40715,0,retain,1,Cifar20,50
822,0,retain,1,Cifar20,50
28444,0,retain,1,Cifar20,50
10958,0,retain,1,Cifar20,50
22324,0,retain,1,Cifar20,50
26006,0,retain,1,Cifar20,50
6294,0,retain,1,Cifar20,50
31697,0,retain,1,Cifar20,50
38620,0,retain,1,Cifar20,50
35971,0,retain,1,Cifar20,50
4055,0,retain,1,Cifar20,50
48751,0,retain,1,Cifar20,50
2531,0,retain,1,Cifar20,50
43219,0,retain,1,Cifar20,50
34042,0,retain,1,Cifar20,50
8045,0,retain,1,Cifar20,50
21290,0,retain,1,Cifar20,50
8106,0,retain,1,Cifar20,50
28038,0,retain,1,Cifar20,50
48994,0,retain,1,Cifar20,50
15843,0,retain,1,Cifar20,50
43216,0,retain,1,Cifar20,50
304,0,retain,1,Cifar20,50
5792,0,retain,1,Cifar20,50
27990,0,retain,1,Cifar20,50
27181,0,retain,1,Cifar20,50
44972,0,retain,1,Cifar20,50
27576,0,retain,1,Cifar20,50
34110,0,retain,1,Cifar20,50
36841,0,retain,1,Cifar20,50
33492,0,retain,1,Cifar20,50
19245,0,retain,1,Cifar20,50
16178,0,retain,1,Cifar20,50
44364,0,retain,1,Cifar20,50
31835,0,retain,1,Cifar20,50
20339,0,retain,1,Cifar20,50
8012,0,retain,1,Cifar20,50
35223,0,retain,1,Cifar20,50
26247,0,retain,1,Cifar20,50
47979,0,retain,1,Cifar20,50
9324,0,retain,1,Cifar20,50
25979,0,retain,1,Cifar20,50
15278,0,retain,1,Cifar20,50
41754,0,retain,1,Cifar20,50
28316,0,retain,1,Cifar20,50
30621,0,retain,1,Cifar20,50
14607,0,retain,1,Cifar20,50
17114,0,retain,1,Cifar20,50
8847,0,retain,1,Cifar20,50
43575,0,retain,1,Cifar20,50
16356,0,retain,1,Cifar20,50
35908,0,retain,1,Cifar20,50
38482,0,retain,1,Cifar20,50
29582,0,retain,1,Cifar20,50
13622,0,retain,1,Cifar20,50
20889,0,retain,1,Cifar20,50
28285,0,retain,1,Cifar20,50
48469,0,retain,1,Cifar20,50
11264,0,retain,1,Cifar20,50
16352,0,retain,1,Cifar20,50
30064,0,retain,1,Cifar20,50
39303,0,retain,1,Cifar20,50
24458,0,retain,1,Cifar20,50
36693,0,retain,1,Cifar20,50
3057,0,retain,1,Cifar20,50
20941,0,retain,1,Cifar20,50
7025,0,retain,1,Cifar20,50
1979,0,retain,1,Cifar20,50
31301,0,retain,1,Cifar20,50
37056,0,retain,1,Cifar20,50
11614,0,retain,1,Cifar20,50
34254,0,retain,1,Cifar20,50
32139,0,retain,1,Cifar20,50
3294,0,retain,1,Cifar20,50
8065,0,retain,1,Cifar20,50
4726,0,retain,1,Cifar20,50
29895,0,retain,1,Cifar20,50
317,0,retain,1,Cifar20,50
45077,0,retain,1,Cifar20,50
5239,0,retain,1,Cifar20,50
40598,0,retain,1,Cifar20,50
38908,0,retain,1,Cifar20,50
48395,0,retain,1,Cifar20,50
3535,0,retain,1,Cifar20,50
13252,0,retain,1,Cifar20,50
42717,0,retain,1,Cifar20,50
12358,0,retain,1,Cifar20,50
45466,0,retain,1,Cifar20,50
23208,0,retain,1,Cifar20,50
28092,0,retain,1,Cifar20,50
22165,0,retain,1,Cifar20,50
32714,0,retain,1,Cifar20,50
38724,0,retain,1,Cifar20,50
176,0,retain,1,Cifar20,50
32447,0,retain,1,Cifar20,50
2640,0,retain,1,Cifar20,50
32826,0,retain,1,Cifar20,50
33208,0,retain,1,Cifar20,50
587,0,retain,1,Cifar20,50
49474,0,retain,1,Cifar20,50
15175,0,retain,1,Cifar20,50
9236,0,retain,1,Cifar20,50
35653,0,retain,1,Cifar20,50
26042,0,retain,1,Cifar20,50
23137,0,retain,1,Cifar20,50
7234,0,retain,1,Cifar20,50
5483,0,retain,1,Cifar20,50
40167,0,retain,1,Cifar20,50
41248,0,retain,1,Cifar20,50
16520,0,retain,1,Cifar20,50
26819,0,retain,1,Cifar20,50
39893,0,retain,1,Cifar20,50
45682,0,retain,1,Cifar20,50
40446,0,retain,1,Cifar20,50
35959,0,retain,1,Cifar20,50
27272,0,retain,1,Cifar20,50
29275,0,retain,1,Cifar20,50
18799,0,retain,1,Cifar20,50
30026,0,retain,1,Cifar20,50
39278,0,retain,1,Cifar20,50
25898,0,retain,1,Cifar20,50
7498,0,retain,1,Cifar20,50
45096,0,retain,1,Cifar20,50
14082,0,retain,1,Cifar20,50
15482,0,retain,1,Cifar20,50
44075,0,retain,1,Cifar20,50
34205,0,retain,1,Cifar20,50
14480,0,retain,1,Cifar20,50
21667,0,retain,1,Cifar20,50
39404,0,retain,1,Cifar20,50
27350,0,retain,1,Cifar20,50
7577,0,retain,1,Cifar20,50
39949,0,retain,1,Cifar20,50
25705,0,retain,1,Cifar20,50
4142,0,retain,1,Cifar20,50
41001,1,forget,1,Cifar20,50
2664,1,forget,1,Cifar20,50
47926,1,forget,1,Cifar20,50
732,1,forget,1,Cifar20,50
33601,1,forget,1,Cifar20,50
32884,1,forget,1,Cifar20,50
28068,1,forget,1,Cifar20,50
15334,1,forget,1,Cifar20,50
16469,1,forget,1,Cifar20,50
15923,1,forget,1,Cifar20,50
48486,1,forget,1,Cifar20,50
16665,1,forget,1,Cifar20,50
4165,1,forget,1,Cifar20,50
46390,1,forget,1,Cifar20,50
25974,1,forget,1,Cifar20,50
39375,1,forget,1,Cifar20,50
40959,1,forget,1,Cifar20,50
9352,1,forget,1,Cifar20,50
10151,1,forget,1,Cifar20,50
36171,1,forget,1,Cifar20,50
13644,1,forget,1,Cifar20,50
47764,1,forget,1,Cifar20,50
25218,1,forget,1,Cifar20,50
27365,1,forget,1,Cifar20,50
12609,1,forget,1,Cifar20,50
8353,1,forget,1,Cifar20,50
44037,1,forget,1,Cifar20,50
44386,1,forget,1,Cifar20,50
40410,1,forget,1,Cifar20,50
19879,1,forget,1,Cifar20,50
41032,1,forget,1,Cifar20,50
44461,1,forget,1,Cifar20,50
4162,1,forget,1,Cifar20,50
12218,1,forget,1,Cifar20,50
10550,1,forget,1,Cifar20,50
23552,1,forget,1,Cifar20,50
31695,1,forget,1,Cifar20,50
39694,1,forget,1,Cifar20,50
30798,1,forget,1,Cifar20,50
4969,1,forget,1,Cifar20,50
31084,1,forget,1,Cifar20,50
41828,1,forget,1,Cifar20,50
10138,1,forget,1,Cifar20,50
47058,1,forget,1,Cifar20,50
25375,1,forget,1,Cifar20,50
41939,1,forget,1,Cifar20,50
45118,1,forget,1,Cifar20,50
46920,1,forget,1,Cifar20,50
1843,1,forget,1,Cifar20,50
18023,1,forget,1,Cifar20,50
18862,1,retain,1,Cifar20,50
31773,1,retain,1,Cifar20,50
14656,1,retain,1,Cifar20,50
14150,1,retain,1,Cifar20,50
10444,1,retain,1,Cifar20,50
38904,1,retain,1,Cifar20,50
44406,1,retain,1,Cifar20,50
23459,1,retain,1,Cifar20,50
19325,1,retain,1,Cifar20,50
49726,1,retain,1,Cifar20,50
48075,1,retain,1,Cifar20,50
18592,1,retain,1,Cifar20,50
36781,1,retain,1,Cifar20,50
20781,1,retain,1,Cifar20,50
5135,1,retain,1,Cifar20,50
31999,1,retain,1,Cifar20,50
39424,1,retain,1,Cifar20,50
49675,1,retain,1,Cifar20,50
33071,1,retain,1,Cifar20,50
8772,1,retain,1,Cifar20,50
43477,1,retain,1,Cifar20,50
24575,1,retain,1,Cifar20,50
27227,1,retain,1,Cifar20,50
543,1,retain,1,Cifar20,50
21298,1,retain,1,Cifar20,50
36969,1,retain,1,Cifar20,50
29322,1,retain,1,Cifar20,50
18126,1,retain,1,Cifar20,50
13221,1,retain,1,Cifar20,50
24858,1,retain,1,Cifar20,50
12545,1,retain,1,Cifar20,50
31103,1,retain,1,Cifar20,50
13964,1,retain,1,Cifar20,50
32065,1,retain,1,Cifar20,50
7058,1,retain,1,Cifar20,50
26334,1,retain,1,Cifar20,50
13878,1,retain,1,Cifar20,50
44352,1,retain,1,Cifar20,50
48998,1,retain,1,Cifar20,50
6206,1,retain,1,Cifar20,50
7974,1,retain,1,Cifar20,50
41860,1,retain,1,Cifar20,50
9498,1,retain,1,Cifar20,50
24410,1,retain,1,Cifar20,50
35710,1,retain,1,Cifar20,50
42932,1,retain,1,Cifar20,50
502,1,retain,1,Cifar20,50
27152,1,retain,1,Cifar20,50
17009,1,retain,1,Cifar20,50
31177,1,retain,1,Cifar20,50
5479,1,retain,1,Cifar20,50
43522,1,retain,1,Cifar20,50
15517,1,retain,1,Cifar20,50
34606,1,retain,1,Cifar20,50
44355,1,retain,1,Cifar20,50
43882,1,retain,1,Cifar20,50
46455,1,retain,1,Cifar20,50
28320,1,retain,1,Cifar20,50
9004,1,retain,1,Cifar20,50
282,1,retain,1,Cifar20,50
38180,1,retain,1,Cifar20,50
6767,1,retain,1,Cifar20,50
23036,1,retain,1,Cifar20,50
48041,1,retain,1,Cifar20,50
19987,1,retain,1,Cifar20,50
34115,1,retain,1,Cifar20,50
30928,1,retain,1,Cifar20,50
30195,1,retain,1,Cifar20,50
22205,1,retain,1,Cifar20,50
23518,1,retain,1,Cifar20,50
22428,1,retain,1,Cifar20,50
19114,1,retain,1,Cifar20,50
23420,1,retain,1,Cifar20,50
30214,1,retain,1,Cifar20,50
31328,1,retain,1,Cifar20,50
15635,1,retain,1,Cifar20,50
1565,1,retain,1,Cifar20,50
24512,1,retain,1,Cifar20,50
7685,1,retain,1,Cifar20,50
12413,1,retain,1,Cifar20,50
42767,1,retain,1,Cifar20,50
30783,1,retain,1,Cifar20,50
11622,1,retain,1,Cifar20,50
49445,1,retain,1,Cifar20,50
41842,1,retain,1,Cifar20,50
27954,1,retain,1,Cifar20,50
49682,1,retain,1,Cifar20,50
34678,1,retain,1,Cifar20,50
39673,1,retain,1,Cifar20,50
1017,1,retain,1,Cifar20,50
34379,1,retain,1,Cifar20,50
5892,1,retain,1,Cifar20,50
49877,1,retain,1,Cifar20,50
46434,1,retain,1,Cifar20,50
38998,1,retain,1,Cifar20,50
8835,1,retain,1,Cifar20,50
20566,1,retain,1,Cifar20,50
18827,1,retain,1,Cifar20,50
13073,1,retain,1,Cifar20,50
28069,1,retain,1,Cifar20,50
45245,1,retain,1,Cifar20,50
22143,1,retain,1,Cifar20,50
28189,1,retain,1,Cifar20,50
14050,1,retain,1,Cifar20,50
23984,1,retain,1,Cifar20,50
31716,1,retain,1,Cifar20,50
8713,1,retain,1,Cifar20,50
32666,1,retain,1,Cifar20,50
27655,1,retain,1,Cifar20,50
21271,1,retain,1,Cifar20,50
26086,1,retain,1,Cifar20,50
20544,1,retain,1,Cifar20,50
27480,1,retain,1,Cifar20,50
37742,1,retain,1,Cifar20,50
5537,1,retain,1,Cifar20,50
31513,1,retain,1,Cifar20,50
49209,1,retain,1,Cifar20,50
15859,1,retain,1,Cifar20,50
30434,1,retain,1,Cifar20,50
44625,1,retain,1,Cifar20,50
17336,1,retain,1,Cifar20,50
39291,1,retain,1,Cifar20,50
25949,1,retain,1,Cifar20,50
4232,1,retain,1,Cifar20,50
1712,1,retain,1,Cifar20,50
45440,1,retain,1,Cifar20,50
9908,1,retain,1,Cifar20,50
44148,1,retain,1,Cifar20,50
42145,1,retain,1,Cifar20,50
11876,1,retain,1,Cifar20,50
14531,1,retain,1,Cifar20,50
29513,1,retain,1,Cifar20,50
47716,1,retain,1,Cifar20,50
36953,1,retain,1,Cifar20,50
47008,1,retain,1,Cifar20,50
40372,1,retain,1,Cifar20,50
5366,1,retain,1,Cifar20,50
4987,1,retain,1,Cifar20,50
6648,1,retain,1,Cifar20,50
2124,1,retain,1,Cifar20,50
37197,1,retain,1,Cifar20,50
19322,1,retain,1,Cifar20,50
28301,1,retain,1,Cifar20,50
26099,1,retain,1,Cifar20,50
42038,1,retain,1,Cifar20,50
2217,1,retain,1,Cifar20,50
22657,1,retain,1,Cifar20,50
40071,1,retain,1,Cifar20,50
17742,1,retain,1,Cifar20,50
7383,1,retain,1,Cifar20,50
6316,1,retain,1,Cifar20,50
28126,1,retain,1,Cifar20,50
38154,1,retain,1,Cifar20,50
36666,1,retain,1,Cifar20,50
20479,1,retain,1,Cifar20,50
5850,1,retain,1,Cifar20,50
41577,1,retain,1,Cifar20,50
16966,1,retain,1,Cifar20,50
13631,1,retain,1,Cifar20,50
2787,1,retain,1,Cifar20,50
10010,1,retain,1,Cifar20,50
21467,1,retain,1,Cifar20,50
41889,1,retain,1,Cifar20,50
38359,1,retain,1,Cifar20,50
38182,1,retain,1,Cifar20,50
29098,1,retain,1,Cifar20,50
18050,1,retain,1,Cifar20,50
1396,1,retain,1,Cifar20,50
4171,1,retain,1,Cifar20,50
8967,1,retain,1,Cifar20,50
29089,1,retain,1,Cifar20,50
17015,1,retain,1,Cifar20,50
48450,1,retain,1,Cifar20,50
38283,1,retain,1,Cifar20,50
19089,1,retain,1,Cifar20,50
27280,1,retain,1,Cifar20,50
13954,1,retain,1,Cifar20,50
9884,1,retain,1,Cifar20,50
15940,1,retain,1,Cifar20,50
26214,1,retain,1,Cifar20,50
30523,1,retain,1,Cifar20,50
7552,1,retain,1,Cifar20,50
40836,1,retain,1,Cifar20,50
15713,1,retain,1,Cifar20,50
48093,1,retain,1,Cifar20,50
10806,1,retain,1,Cifar20,50
20090,1,retain,1,Cifar20,50
5513,1,retain,1,Cifar20,50
49624,1,retain,1,Cifar20,50
35107,1,retain,1,Cifar20,50
12778,1,retain,1,Cifar20,50
5775,1,retain,1,Cifar20,50
18824,1,retain,1,Cifar20,50
11051,1,retain,1,Cifar20,50
20520,1,retain,1,Cifar20,50
13779,1,retain,1,Cifar20,50
48200,1,retain,1,Cifar20,50
1808,1,retain,1,Cifar20,50
13424,1,retain,1,Cifar20,50
20972,1,retain,1,Cifar20,50
1345,1,retain,1,Cifar20,50
30161,1,retain,1,Cifar20,50
39770,1,retain,1,Cifar20,50
15723,1,retain,1,Cifar20,50
9057,1,retain,1,Cifar20,50
43886,1,retain,1,Cifar20,50
32752,1,retain,1,Cifar20,50
31799,1,retain,1,Cifar20,50
44776,1,retain,1,Cifar20,50
10637,1,retain,1,Cifar20,50
40670,1,retain,1,Cifar20,50
2591,1,retain,1,Cifar20,50
19761,1,retain,1,Cifar20,50
7367,1,retain,1,Cifar20,50
42672,1,retain,1,Cifar20,50
42934,1,retain,1,Cifar20,50
30931,1,retain,1,Cifar20,50
39455,1,retain,1,Cifar20,50
4995,1,retain,1,Cifar20,50
34331,1,retain,1,Cifar20,50
36266,1,retain,1,Cifar20,50
15416,1,retain,1,Cifar20,50
7849,1,retain,1,Cifar20,50
21619,1,retain,1,Cifar20,50
12974,1,retain,1,Cifar20,50
27254,1,retain,1,Cifar20,50
